position,salary,hours,years,respon,salary/1000,sal_qcut,years_cut,time
PROFESOR INTERINO LICENCIADO           ,142731.1,1/8 de tiempo,8,PUESTO NO ADMINISTRATIVO ,142.7311,"(6711.849, 161986.54]",0-10 Años,2020-08-01
TRABAJADOR OPERATIVO C,982130.0,Tiempo Completo,8,ADMINISTRATIVO,982.13,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,1006539.25,7/8 de tiempo,7,PUESTO NO ADMINISTRATIVO ,1006.53925,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESIONAL A,1180131.0,Tiempo Completo,7,ADMINISTRATIVO,1180.131,"(1061071.0, 1297715.32]",0-10 Años,2020-08-01
TRABAJADOR OPERATIVO A,732340.0,Tiempo Completo,8,ADMINISTRATIVO,732.34,"(553674.0, 810294.93]",0-10 Años,2020-08-01
TRABAJADOR OPERATIVO C,821234.0,Tiempo Completo,9,ADMINISTRATIVO,821.234,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
TECNICO ESPECIALIZADO D,710748.0,Tiempo Completo,3,ADMINISTRATIVO,710.748,"(553674.0, 810294.93]",0-10 Años,2020-08-01
PROFESIONAL A,796377.0,1/2 tiempo,9,ADMINISTRATIVO,796.377,"(553674.0, 810294.93]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 de tiempo,2,PUESTO NO ADMINISTRATIVO ,147.66060000000002,"(6711.849, 161986.54]",0-10 Años,2020-08-01
TECNICO ESPECIALIZADO D,1159034.0,Tiempo Completo,9,PUESTO NO ADMINISTRATIVO ,1159.034,"(1061071.0, 1297715.32]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL B,836159.0,Tiempo Completo,9,ADMINISTRATIVO,836.159,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,246886.3,3/8 de tiempo,6,PUESTO NO ADMINISTRATIVO ,246.88629999999998,"(161986.54, 334919.26]",0-10 Años,2020-08-01
TECNICO ESPECIALIZADO B,553674.0,Tiempo Completo,2,ADMINISTRATIVO,553.674,"(334919.26, 553674.0]",0-10 Años,2020-08-01
TRABAJADOR OPERATIVO B,750973.0,Tiempo Completo,8,ADMINISTRATIVO,750.973,"(553674.0, 810294.93]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL A,847412.0,Tiempo Completo,9,ADMINISTRATIVO,847.412,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL B,836159.0,Tiempo Completo,9,ADMINISTRATIVO,836.159,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,1295020.8,7/8 de tiempo,8,PUESTO NO ADMINISTRATIVO ,1295.0208,"(1061071.0, 1297715.32]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,34167.3,1/8 de tiempo,7,PUESTO NO ADMINISTRATIVO ,34.167300000000004,"(6711.849, 161986.54]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL B,901782.0,Tiempo Completo,9,ADMINISTRATIVO,901.782,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,416134.5,1/2 tiempo,0,PUESTO NO ADMINISTRATIVO ,416.1345,"(334919.26, 553674.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,136669.2,1/8 de tiempo,6,PUESTO NO ADMINISTRATIVO ,136.66920000000002,"(6711.849, 161986.54]",0-10 Años,2020-08-01
PROFESIONAL B,1312315.5,3/4 de tiempo,8,ADMINISTRATIVO,1312.3155,"(1297715.32, 1592456.575]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL A,847412.0,Tiempo Completo,9,ADMINISTRATIVO,847.412,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESIONAL A,1894094.0,Tiempo Completo,9,ADMINISTRATIVO,1894.094,"(1592456.575, 2051801.0]",0-10 Años,2020-08-01
PROFESIONAL C,2413597.0,Tiempo Completo,9,ADMINISTRATIVO,2413.597,"(2051801.0, 2802161.5]",0-10 Años,2020-08-01
TECNICO ESPECIALIZADO A,796718.0,Tiempo Completo,7,ADMINISTRATIVO,796.718,"(553674.0, 810294.93]",0-10 Años,2020-08-01
PROFESIONAL A,912984.5,Tiempo Completo,6,ADMINISTRATIVO,912.9845,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,816244.0,Tiempo Completo,3,PUESTO NO ADMINISTRATIVO ,816.244,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 de tiempo,0,PUESTO NO ADMINISTRATIVO ,147.66060000000002,"(6711.849, 161986.54]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL A,1048249.0,Tiempo Completo,9,ADMINISTRATIVO,1048.249,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
TRABAJADOR OPERATIVO B,750973.0,Tiempo Completo,8,ADMINISTRATIVO,750.973,"(553674.0, 810294.93]",0-10 Años,2020-08-01
TRABAJADOR OPERATIVO B,265964.0,1/2 tiempo,4,ADMINISTRATIVO,265.964,"(161986.54, 334919.26]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL A,901748.0,Tiempo Completo,9,ADMINISTRATIVO,901.748,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR ASOCIADO                      ,1748746.55,Tiempo Completo,8,PUESTO NO ADMINISTRATIVO ,1748.74655,"(1592456.575, 2051801.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,313040.55,1/2 tiempo,4,PUESTO NO ADMINISTRATIVO ,313.04055,"(161986.54, 334919.26]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL B,901782.0,Tiempo Completo,9,ADMINISTRATIVO,901.782,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL A,847412.0,Tiempo Completo,9,ADMINISTRATIVO,847.412,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR ADJUNTO                       ,2132274.0,Tiempo Completo,13,PUESTO NO ADMINISTRATIVO ,2132.274,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
TECNICO ASISTENCIAL B,836159.0,Tiempo Completo,8,ADMINISTRATIVO,836.159,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESIONAL A,1368227.0,Tiempo Completo,9,ADMINISTRATIVO,1368.227,"(1297715.32, 1592456.575]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,1489179.0,Tiempo Completo,9,PUESTO NO ADMINISTRATIVO ,1489.179,"(1297715.32, 1592456.575]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL A,784828.0,Tiempo Completo,8,ADMINISTRATIVO,784.828,"(553674.0, 810294.93]",0-10 Años,2020-08-01
TRABAJADOR OPERATIVO B,750973.0,Tiempo Completo,8,ADMINISTRATIVO,750.973,"(553674.0, 810294.93]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,289320.0,1/4 de tiempo,7,PUESTO NO ADMINISTRATIVO ,289.32,"(161986.54, 334919.26]",0-10 Años,2020-08-01
TECNICO ESPECIALIZADO A,928192.0,Tiempo Completo,9,ADMINISTRATIVO,928.192,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,1030973.0,Tiempo Completo,4,PUESTO NO ADMINISTRATIVO ,1030.973,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESIONAL C,1837049.0,Tiempo Completo,9,ADMINISTRATIVO,1837.049,"(1592456.575, 2051801.0]",0-10 Años,2020-08-01
PROFESIONAL A,1180131.0,Tiempo Completo,7,ADMINISTRATIVO,1180.131,"(1061071.0, 1297715.32]",0-10 Años,2020-08-01
TECNICO ESPECIALIZADO B,984446.0,Tiempo Completo,9,ADMINISTRATIVO,984.446,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
TECNICO ESPECIALIZADO B,984446.0,Tiempo Completo,8,ADMINISTRATIVO,984.446,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
TECNICO ESPECIALIZADO D,1159034.0,Tiempo Completo,9,ADMINISTRATIVO,1159.034,"(1061071.0, 1297715.32]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,810273.45,7/8 de tiempo,3,PUESTO NO ADMINISTRATIVO ,810.2734499999999,"(553674.0, 810294.93]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,1312365.0,Tiempo Completo,6,PUESTO NO ADMINISTRATIVO ,1312.365,"(1297715.32, 1592456.575]",0-10 Años,2020-08-01
PROFESIONAL A,211302.25,1/4 de tiempo,2,ADMINISTRATIVO,211.30225,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,313889.05,3/8 de tiempo,4,PUESTO NO ADMINISTRATIVO ,313.88905,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,1787569.0,Tiempo Completo,8,PUESTO NO ADMINISTRATIVO ,1787.569,"(1592456.575, 2051801.0]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL A,814239.0,Tiempo Completo,8,ADMINISTRATIVO,814.239,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
TECNICO ESPECIALIZADO B,456849.5,1/2 tiempo,8,ADMINISTRATIVO,456.8495,"(334919.26, 553674.0]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL A,847412.0,Tiempo Completo,9,ADMINISTRATIVO,847.412,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,208532.7,1/4 de tiempo,6,PUESTO NO ADMINISTRATIVO ,208.5327,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR INTERINO BACHILLER            ,128400.5,1/4 de tiempo,2,PUESTO NO ADMINISTRATIVO ,128.4005,"(6711.849, 161986.54]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,373767.45,5/8 de tiempo,6,PUESTO NO ADMINISTRATIVO ,373.76745,"(334919.26, 553674.0]",0-10 Años,2020-08-01
TECNICO ESPECIALIZADO D,921380.0,Tiempo Completo,7,ADMINISTRATIVO,921.38,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,351869.75,1/4 de tiempo,8,PUESTO NO ADMINISTRATIVO ,351.86975,"(334919.26, 553674.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,245178.8,3/8 de tiempo,2,PUESTO NO ADMINISTRATIVO ,245.1788,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,647609.25,3/4 de tiempo,2,PUESTO NO ADMINISTRATIVO ,647.60925,"(553674.0, 810294.93]",0-10 Años,2020-08-01
TRABAJADOR OPERATIVO A,791802.0,Tiempo Completo,9,ADMINISTRATIVO,791.802,"(553674.0, 810294.93]",0-10 Años,2020-08-01
TECNICO ESPECIALIZADO D,657636.0,Tiempo Completo,2,ADMINISTRATIVO,657.636,"(553674.0, 810294.93]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,1433140.55,Tiempo Completo,4,PUESTO NO ADMINISTRATIVO ,1433.14055,"(1297715.32, 1592456.575]",0-10 Años,2020-08-01
TRABAJADOR OPERATIVO C,853382.0,Tiempo Completo,9,ADMINISTRATIVO,853.382,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL B,502787.0,Tiempo Completo,1,ADMINISTRATIVO,502.787,"(334919.26, 553674.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,59064.25,1/4 de tiempo,0,PUESTO NO ADMINISTRATIVO ,59.06425,"(6711.849, 161986.54]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,408267.5,1/2 tiempo,5,PUESTO NO ADMINISTRATIVO ,408.2675,"(334919.26, 553674.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,326905.05,1/2 tiempo,2,PUESTO NO ADMINISTRATIVO ,326.90504999999996,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,347681.6,1/2 tiempo,3,PUESTO NO ADMINISTRATIVO ,347.6816,"(334919.26, 553674.0]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL B,563486.0,Tiempo Completo,3,ADMINISTRATIVO,563.486,"(553674.0, 810294.93]",0-10 Años,2020-08-01
PROFESIONAL B,965379.0,Tiempo Completo,4,ADMINISTRATIVO,965.379,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,851729.6,7/8 de tiempo,4,PUESTO NO ADMINISTRATIVO ,851.7296,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,326905.15,1/2 tiempo,3,PUESTO NO ADMINISTRATIVO ,326.90515000000005,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,393772.05,1/2 tiempo,2,PUESTO NO ADMINISTRATIVO ,393.77205,"(334919.26, 553674.0]",0-10 Años,2020-08-01
PROFESOR VISITANTE,1520948.0,Tiempo Completo,7,PUESTO NO ADMINISTRATIVO ,1520.948,"(1297715.32, 1592456.575]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,349451.1,1/2 tiempo,6,PUESTO NO ADMINISTRATIVO ,349.4511,"(334919.26, 553674.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 de tiempo,0,PUESTO NO ADMINISTRATIVO ,147.66060000000002,"(6711.849, 161986.54]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,295321.3,1/2 tiempo,0,PUESTO NO ADMINISTRATIVO ,295.3213,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,81726.25,1/8 de tiempo,2,PUESTO NO ADMINISTRATIVO ,81.72625,"(6711.849, 161986.54]",0-10 Años,2020-08-01
PROFESOR INTERINO,1211545.6,Tiempo Completo,8,ADMINISTRATIVO,1211.5456000000001,"(1061071.0, 1297715.32]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,556873.2,5/8 de tiempo,2,PUESTO NO ADMINISTRATIVO ,556.8732,"(553674.0, 810294.93]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,403981.85,3/8 de tiempo,3,PUESTO NO ADMINISTRATIVO ,403.98184999999995,"(334919.26, 553674.0]",0-10 Años,2020-08-01
PROFESIONAL A,1272459.0,Tiempo Completo,7,ADMINISTRATIVO,1272.459,"(1061071.0, 1297715.32]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 de tiempo,0,PUESTO NO ADMINISTRATIVO ,147.66060000000002,"(6711.849, 161986.54]",0-10 Años,2020-08-01
TECNICO ESPECIALIZADO B,780080.0,Tiempo Completo,6,ADMINISTRATIVO,780.08,"(553674.0, 810294.93]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL A,724642.0,Tiempo Completo,7,ADMINISTRATIVO,724.642,"(553674.0, 810294.93]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,307134.25,1/2 tiempo,3,PUESTO NO ADMINISTRATIVO ,307.13425,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,779413.0,7/8 de tiempo,4,PUESTO NO ADMINISTRATIVO ,779.413,"(553674.0, 810294.93]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,261214.45,3/8 de tiempo,5,PUESTO NO ADMINISTRATIVO ,261.21445,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,71376.6,1/4 de tiempo,4,PUESTO NO ADMINISTRATIVO ,71.37660000000001,"(6711.849, 161986.54]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL A,865506.0,Tiempo Completo,9,ADMINISTRATIVO,865.506,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,660043.25,Tiempo Completo,4,PUESTO NO ADMINISTRATIVO ,660.04325,"(553674.0, 810294.93]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,894689.0,Tiempo Completo,3,PUESTO NO ADMINISTRATIVO ,894.689,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 de tiempo,2,PUESTO NO ADMINISTRATIVO ,147.66060000000002,"(6711.849, 161986.54]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,104033.6,1/8 de tiempo,1,PUESTO NO ADMINISTRATIVO ,104.0336,"(6711.849, 161986.54]",0-10 Años,2020-08-01
PROFESIONAL A,845209.0,Tiempo Completo,3,ADMINISTRATIVO,845.209,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL A,1076775.0,Tiempo Completo,17,ADMINISTRATIVO,1076.775,"(1061071.0, 1297715.32]",10-20 Años,2020-08-01
PROFESOR ASOCIADO                      ,2264605.0,Tiempo Completo,9,PUESTO NO ADMINISTRATIVO ,2264.605,"(2051801.0, 2802161.5]",0-10 Años,2020-08-01
TECNICO ESPECIALIZADO D,730424.0,Tiempo Completo,8,ADMINISTRATIVO,730.424,"(553674.0, 810294.93]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,415419.0,1/2 tiempo,2,PUESTO NO ADMINISTRATIVO ,415.419,"(334919.26, 553674.0]",0-10 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,1089714.2,7/8 de tiempo,4,PUESTO NO ADMINISTRATIVO ,1089.7142,"(1061071.0, 1297715.32]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,889141.0,Tiempo Completo,3,PUESTO NO ADMINISTRATIVO ,889.141,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,167112.1,1/8 de tiempo,8,PUESTO NO ADMINISTRATIVO ,167.1121,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,188115.8,1/4 de tiempo,5,PUESTO NO ADMINISTRATIVO ,188.11579999999998,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,336402.0,1/4 de tiempo,8,PUESTO NO ADMINISTRATIVO ,336.402,"(334919.26, 553674.0]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL B,901782.0,Tiempo Completo,8,ADMINISTRATIVO,901.782,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,332226.9,1/2 tiempo,2,PUESTO NO ADMINISTRATIVO ,332.2269,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,863479.0,Tiempo Completo,1,PUESTO NO ADMINISTRATIVO ,863.479,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
TRABAJADOR OPERATIVO B,852272.0,Tiempo Completo,8,ADMINISTRATIVO,852.272,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL A,847412.0,Tiempo Completo,8,ADMINISTRATIVO,847.412,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,832269.0,Tiempo Completo,6,PUESTO NO ADMINISTRATIVO ,832.269,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR EXBECARIO,1738201.0,Tiempo Completo,8,PUESTO NO ADMINISTRATIVO ,1738.201,"(1592456.575, 2051801.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,166873.7,1/4 de tiempo,3,PUESTO NO ADMINISTRATIVO ,166.8737,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESIONAL A,1180131.0,Tiempo Completo,7,ADMINISTRATIVO,1180.131,"(1061071.0, 1297715.32]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,235116.0,1/4 de tiempo,4,PUESTO NO ADMINISTRATIVO ,235.116,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,73830.3,1/8 de tiempo,0,PUESTO NO ADMINISTRATIVO ,73.83030000000001,"(6711.849, 161986.54]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL A,847412.0,Tiempo Completo,8,ADMINISTRATIVO,847.412,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,552127.8,7/8 de tiempo,2,PUESTO NO ADMINISTRATIVO ,552.1278000000001,"(334919.26, 553674.0]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL B,810493.5,Tiempo Completo,8,ADMINISTRATIVO,810.4935,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,379105.25,1/4 de tiempo,7,ADMINISTRATIVO,379.10525,"(334919.26, 553674.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,283117.85,3/8 de tiempo,5,PUESTO NO ADMINISTRATIVO ,283.11785,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR ADJUNTO                       ,397590.0,1/4 de tiempo,7,PUESTO NO ADMINISTRATIVO ,397.59,"(334919.26, 553674.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,527148.2,7/8 de tiempo,2,PUESTO NO ADMINISTRATIVO ,527.1482,"(334919.26, 553674.0]",0-10 Años,2020-08-01
TECNICO ESPECIALIZADO C,706127.0,Tiempo Completo,4,ADMINISTRATIVO,706.127,"(553674.0, 810294.93]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL B,901782.0,Tiempo Completo,8,ADMINISTRATIVO,901.782,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL A,741429.0,Tiempo Completo,8,ADMINISTRATIVO,741.429,"(553674.0, 810294.93]",0-10 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,282436.6,1/8 de tiempo,8,PUESTO NO ADMINISTRATIVO ,282.4366,"(161986.54, 334919.26]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL A,847412.0,Tiempo Completo,8,ADMINISTRATIVO,847.412,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,173792.1,1/8 de tiempo,9,PUESTO NO ADMINISTRATIVO ,173.7921,"(161986.54, 334919.26]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL B,874597.0,Tiempo Completo,8,ADMINISTRATIVO,874.597,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,894689.0,Tiempo Completo,3,PUESTO NO ADMINISTRATIVO ,894.689,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,213380.35,3/8 de tiempo,5,PUESTO NO ADMINISTRATIVO ,213.38035,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PERSONAL VINCULO REMUNERADO,512000.0,1/2 tiempo,3,PUESTO NO ADMINISTRATIVO ,512.0,"(334919.26, 553674.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,677762.5,Tiempo Completo,4,PUESTO NO ADMINISTRATIVO ,677.7625,"(553674.0, 810294.93]",0-10 Años,2020-08-01
TECNICO ESPECIALIZADO B,717207.0,Tiempo Completo,5,ADMINISTRATIVO,717.207,"(553674.0, 810294.93]",0-10 Años,2020-08-01
TECNICO ESPECIALIZADO B,874929.0,Tiempo Completo,8,ADMINISTRATIVO,874.929,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL A,558458.0,Tiempo Completo,4,ADMINISTRATIVO,558.458,"(553674.0, 810294.93]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,422380.5,1/2 tiempo,7,PUESTO NO ADMINISTRATIVO ,422.3805,"(334919.26, 553674.0]",0-10 Años,2020-08-01
TRABAJADOR OPERATIVO B,811615.0,Tiempo Completo,8,ADMINISTRATIVO,811.615,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESIONAL A,1122190.0,Tiempo Completo,8,ADMINISTRATIVO,1122.19,"(1061071.0, 1297715.32]",0-10 Años,2020-08-01
PROFESIONAL C,983378.0,Tiempo Completo,2,ADMINISTRATIVO,983.378,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR INTERINO BACHILLER            ,128400.5,1/4 de tiempo,0,PUESTO NO ADMINISTRATIVO ,128.4005,"(6711.849, 161986.54]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,1438273.0,Tiempo Completo,6,PUESTO NO ADMINISTRATIVO ,1438.273,"(1297715.32, 1592456.575]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL B,854740.0,Tiempo Completo,8,ADMINISTRATIVO,854.74,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
TRABAJADOR OPERATIVO C,760069.0,Tiempo Completo,8,ADMINISTRATIVO,760.069,"(553674.0, 810294.93]",0-10 Años,2020-08-01
TRABAJADOR OPERATIVO A,366170.0,1/2 tiempo,8,PUESTO NO ADMINISTRATIVO ,366.17,"(334919.26, 553674.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,1190345.0,Tiempo Completo,8,PUESTO NO ADMINISTRATIVO ,1190.345,"(1061071.0, 1297715.32]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL A,611456.0,Tiempo Completo,5,ADMINISTRATIVO,611.456,"(553674.0, 810294.93]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL A,784828.0,Tiempo Completo,8,ADMINISTRATIVO,784.828,"(553674.0, 810294.93]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,832268.95,Tiempo Completo,4,PUESTO NO ADMINISTRATIVO ,832.2689499999999,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,566235.85,3/4 de tiempo,5,PUESTO NO ADMINISTRATIVO ,566.23585,"(553674.0, 810294.93]",0-10 Años,2020-08-01
PROFESIONAL A,1091242.0,Tiempo Completo,6,ADMINISTRATIVO,1091.242,"(1061071.0, 1297715.32]",0-10 Años,2020-08-01
TRABAJADOR OPERATIVO B,750973.0,Tiempo Completo,8,ADMINISTRATIVO,750.973,"(553674.0, 810294.93]",0-10 Años,2020-08-01
TRABAJADOR OPERATIVO B,750973.0,Tiempo Completo,8,ADMINISTRATIVO,750.973,"(553674.0, 810294.93]",0-10 Años,2020-08-01
TRABAJADOR OPERATIVO B,750973.0,Tiempo Completo,8,ADMINISTRATIVO,750.973,"(553674.0, 810294.93]",0-10 Años,2020-08-01
TRABAJADOR OPERATIVO C,1061183.0,Tiempo Completo,8,ADMINISTRATIVO,1061.183,"(1061071.0, 1297715.32]",0-10 Años,2020-08-01
PROFESIONAL B,1431617.0,Tiempo Completo,8,PUESTO NO ADMINISTRATIVO ,1431.617,"(1297715.32, 1592456.575]",0-10 Años,2020-08-01
TECNICO ESPECIALIZADO B,913699.0,Tiempo Completo,8,ADMINISTRATIVO,913.699,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL B,836159.0,Tiempo Completo,8,ADMINISTRATIVO,836.159,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 de tiempo,1,PUESTO NO ADMINISTRATIVO ,147.66060000000002,"(6711.849, 161986.54]",0-10 Años,2020-08-01
